College Name,Website,City,State,Data Analytics Only,Data Analytics degree/cert Offered,Data Science degree/cert Offered,Offers Certificate,Offers AS,Offer Data Science Course,COUNTY,LATITUDE,LONGITUDE
East Arkansas Community College,,Forrest City,Arkansas,0,0,0,0,0,0,Saint Francis,35.009129,-90.788572
National Park College,,Hot Springs,Arkansas,0,0,0,0,0,0,Garland,34.512349,-93.118897
North Arkansas College,https://www.northark.edu/academic-programs/data-science/as/,Harrison,Arkansas,0,1,1,0,1,1,Boone,36.241707,-93.106162
Northwest Arkansas Community College,https://www.nwacc.edu/academicdivisions/bcis/datascience.aspx,Bentonville,Arkansas,0,0,1,0,1,1,Benton,36.357703,-94.22242
Ozarka College,,Melbourne,Arkansas,0,0,0,0,0,0,Izard,36.059958,-91.905196
Pulaski Technical College,,North Little Rock,Arkansas,0,0,0,0,0,1,Pulaski,34.766974,-92.265376
South Arkansas Community College,,El Dorado,Arkansas,0,0,0,0,0,0,Union,33.20735,-92.662856
Southeast Arkansas College,,Pine Bluff,Arkansas,0,0,0,0,0,0,Jefferson,34.215405,-91.995812
Southern Arkansas University Tech,https://www.sautech.edu/programs-degrees/data-science/,East Camden,Arkansas,0,0,1,0,1,1,Calhoun,33.630275,-92.719507
Cossatot Community College,,De Queen,Arkansas,0,0,0,0,0,0,Sevier,34.044206,-94.338559
Phillips Community College,,Helena-West Helena,Arkansas,0,0,0,0,0,0,Phillips,34.545536,-90.616916
UACC Batesville,,Batesville,Arkansas,0,0,0,0,0,0,Independence,35.782614,-91.63519
University of Arkansas Hope-Texarkana,,Hope,Arkansas,0,0,0,0,0,0,Hempstead,33.656645,-93.590305
UACC Morrilton,,Morrilton,Arkansas,0,0,0,0,0,0,Conway,35.169227,-92.735436
University of Arkansas Rich Mountain,,Mena,Arkansas,0,0,0,0,0,0,Polk,34.581435,-94.220984
Aims Community College,https://www.aims.edu/degrees-certificates/computer-information-systems/certificates#data-analytics-certificate,Greeley,Colorado,1,1,0,1,0,0,Weld,40.413968,-104.704756
Arapahoe Community College,,Littleton,Colorado,0,0,0,0,0,1,Arapahoe,39.599426,-105.0044
Colorado Mountain College,,Glenwood Springs,Colorado,1,1,0,1,0,1,Garfield,39.529607,-107.325188
Colorado Northwestern Community College,,Rangely,Colorado,0,0,0,0,0,0,Rio Blanco,40.082844,-108.799148
Community College of Aurora,,Aurora,Colorado,0,0,0,0,0,0,Adams,39.737809,-104.815233
Community College of Denver,,Denver,Colorado,0,0,0,0,0,0,Denver,39.7507,-104.989
Front Range Community College,,Westminster,Colorado,0,0,0,0,0,0,Adams,39.854238,-105.037086
Lamar Community College,,Lamar,Colorado,0,0,0,0,0,0,Prowers,38.084136,-102.619195
Morgan Community College,,Fort Morgan,Colorado,0,0,0,0,0,0,Morgan,40.254084,-103.803119
Northeastern Junior College,,Sterling,Colorado,0,0,0,0,0,0,Logan,40.63062,-103.221183
Otero College,,La Junta,Colorado,0,0,0,0,0,0,Otero,37.991552,-103.549068
Pikes Peak State College,,Colorado Springs,Colorado,0,0,0,0,0,0,El Paso,38.8335,-104.8206
Pueblo Community College,,Pueblo,Colorado,0,0,0,0,0,0,Pueblo,38.287876,-104.584828
Red Rocks Community College,,Lakewood,Colorado,0,0,0,0,0,1,Jefferson,39.720252,-105.149974
Trinidad State College,,Trinidad,Colorado,0,0,0,0,0,0,Las Animas,37.175475,-104.500715
Connecticut State Community College Asnuntuck,,Enfield,Connecticut,0,0,0,0,0,0,Hartford,41.989016,-72.565218
Connecticut State Community College Capital,https://ctstate.edu/component/zoo/advanced-search/2352?Itemid=183,Hartford,Connecticut,0,0,1,1,1,1,Hartford,41.7636,-72.6855
Connecticut State Community College Gateway,https://ctstate.edu/component/zoo/advanced-search/2352?Itemid=183,New Haven,Connecticut,0,1,1,0,1,1,New Haven,41.308,-72.9286
Connecticut State Community College Housatonic in Bridgeport,https://ctstate.edu/component/zoo/advanced-search/2352?Itemid=183,Bridgeport,Connecticut,1,1,0,0,1,0,Fairfield,41.1669,-73.2052
Connecticut State Community College Manchester,,Manchester,Connecticut,0,0,0,0,0,0,Hartford,41.777732,-72.52444
Connecticut State Community College Middlesex,,Middlesex,Connecticut,0,0,0,0,0,0,Middlesex,41.538395,-72.611086
Connecticut State Community College Naugatuck Valley,https://ctstate.edu/component/zoo/advanced-search/2352?Itemid=183,Waterbury,Connecticut,1,1,0,1,1,0,New Haven,41.558,-73.0519
Connecticut State Community College Northwestern,https://ctstate.edu/component/zoo/advanced-search/2352?Itemid=183,Winsted,Connecticut,0,1,1,1,1,1,Litchfield,41.925214,-73.066341
Connecticut State Community College Norwalk,,Norwalk,Connecticut,0,0,0,0,0,0,Fairfield,41.12222,-73.435827
Connecticut State Community College Quinebaug Valley,,Danielson,Connecticut,0,0,0,0,0,0,Windham,41.798246,-71.880703
Connecticut State Community College Three Rivers,https://ctstate.edu/component/zoo/advanced-search/2352?Itemid=183,Norwich,Connecticut,0,1,1,0,1,1,New London,41.537055,-72.08494
Connecticut State Community College Tunxis,https://ctstate.edu/component/zoo/advanced-search/2352?Itemid=183,Farmington,Connecticut,0,0,1,1,1,1,Hartford,41.7323,-72.7917
Delaware Technical Community College,,Dover,Delaware,0,0,0,0,0,0,Kent,39.156639,-75.535983
Casper College,,Casper,Wyoming,0,0,0,0,0,0,Natrona,42.845763,-106.316571
Central Wyoming College,,Riverton,Wyoming,0,0,0,0,0,0,Fremont,43.045786,-108.411335
Eastern Wyoming College,,Torrington,Wyoming,0,0,0,0,0,0,Goshen,42.062377,-104.191662
Laramie Community College,https://catalog.lccc.wy.edu/preview_program.php?catoid=10&poid=2450&returnto=518,Cheyenne,Wyoming,1,1,0,0,1,0,Laramie,41.143719,-104.796234
Gillette College,,Gillette,Wyoming,0,0,0,0,0,0,Campbell,44.282009,-105.497442
Sheridan College,,Sheridan,Wyoming,0,0,0,0,0,0,Sheridan,44.78486,-106.964795
Northwest College,,Powell,Wyoming,0,0,0,0,0,0,Park,44.756077,-108.777322
Western Wyoming Community College,,Rock Springs,Wyoming,0,0,0,0,0,0,Sweetwater,41.605957,-109.230047
Broward College,https://catalog.broward.edu/programs-study/data-analytics-as/,Fort Lauderdale,Florida,1,1,0,1,1,0,Broward,26.121561,-80.128778
Chipola College,,Marianna,Florida,0,0,0,0,0,0,Jackson,30.758587,-85.229367
College of Central Florida,,Ocala,Florida,0,0,0,0,0,0,Marion,29.1981,-82.0974
The College of the Florida Keys,,Key West,Florida,0,0,0,0,0,0,Monroe,24.565313,-81.762179
Daytona State College,,Daytona Beach,Florida,0,0,0,0,0,0,Volusia,29.201168,-81.037071
Eastern Florida State College,,Cocoa,Florida,0,0,0,0,0,0,Brevard,28.367183,-80.746455
Florida Gateway College,,Lake City,Florida,0,0,0,0,0,0,Columbia,30.0949,-82.7117
Florida SouthWestern State College,,Fort Myers,Florida,0,0,0,0,0,0,Lee,26.620403,-81.8725
Florida State College at Jacksonville,https://www.fscj.edu/academics/programs/as/2157,Jacksonville,Florida,0,0,1,1,1,0,Duval,30.3163,-81.4175
Gulf Coast State College,,Panama City,Florida,0,0,0,0,0,0,Bay,30.160624,-85.649403
Hillsborough Community College,https://www.hccfl.edu/academics/subjects/information-technology/artificial-intelligence,Tampa,Florida,0,0,1,0,1,0,Hillsborough,27.9428,-82.4549
Indian River State College,,Fort Pierce,Florida,0,0,0,0,0,0,Saint Lucie,27.438233,-80.443963
Lake–Sumter State College,,Leesburg,Florida,0,0,0,0,0,0,Lake,28.807965,-81.885772
Miami Dade College,,Miami,Florida,0,0,0,0,0,0,Miami-dade,25.779,-80.1982
North Florida College,,Madison,Florida,0,0,0,0,0,0,Madison,30.480209,-83.406678
Northwest Florida State College,,Niceville,Florida,0,0,0,0,0,0,Okaloosa,30.495771,-86.41446
Palm Beach State College,,Lake Worth,Florida,0,0,0,0,0,0,Palm Beach,26.6155,-80.1469
Pasco–Hernando State College,,New Port Richey,Florida,0,0,0,0,0,0,Pasco,28.232574,-82.732721
Pensacola State College,,Pensacola,Florida,0,0,0,0,0,0,Escambia,30.422282,-87.224763
Polk State College,,Winter Haven,Florida,0,0,0,0,0,0,Polk,27.999296,-81.751507
St. Johns River State College,,Orange Park,Florida,0,0,0,0,0,1,Clay,30.1044,-81.7145
St. Petersburg College,https://www.spcollege.edu/future-students/degrees-training/technology/data-science,St. Petersburg,Florida,0,0,1,1,1,0,Pinellas,27.738476,-82.678108
Santa Fe College,https://www.sfcollege.edu/academics/programs/6555.html,Gainesville,Florida,1,1,0,1,0,0,Alachua,29.645029,-82.310046
Seminole State College of Florida,https://www.seminolestate.edu/catalog/programs/sci-datsci,Sanford,Florida,0,1,1,0,1,0,Seminole,28.801307,-81.285044
South Florida State College,,Avon Park,Florida,0,0,0,0,0,0,Highlands,27.600085,-81.501486
"State College of Florida, Manatee–Sarasota",,Bradenton,Florida,0,0,0,0,0,0,Manatee,27.502778,-82.513889
Tallahassee State College,https://catalog.tsc.fl.edu/preview_program.php?catoid=22&poid=2519&returnto=3119,Tallahassee,Florida,0,0,1,0,1,1,Leon,30.428563,-84.259337
Valencia College,,Orlando,Florida,0,0,0,0,0,0,Orange,28.539882,-81.372668
Albany Technical College,,Albany,Georgia,0,0,0,0,0,0,Dougherty,31.567783,-84.161923
Athens Technical College,,Athens,Georgia,0,0,0,0,0,0,Clarke,33.976097,-83.363174
Atlanta Technical College,,Atlanta,Georgia,0,0,0,0,0,0,Fulton,33.7564,-84.3918
Augusta Technical College,https://augustatech.smartcatalogiq.com/en/2024-2025/2024-2025-academic-catalog/programs-of-study/school-of-business-cyber-and-design/data-analytics-with-al-integration-technical-certificate-of-credit/,Augusta,Georgia,1,1,0,1,0,0,Richmond,33.460084,-81.972959
Central Georgia Technical College,,Warner Robins,Georgia,0,0,0,0,0,0,Houston,32.593365,-83.641578
Chattahoochee Technical College,,Marietta,Georgia,0,0,0,0,0,0,Cobb,33.9043,-84.468
Coastal Pines Technical College,,Waycross,Georgia,0,0,0,0,0,0,Ware,31.219686,-82.364512
Columbus Technical College,,Columbus,Georgia,0,0,0,0,0,0,Muscogee,32.473035,-84.979456
Georgia Northwestern Technical College,,Rome,Georgia,0,0,0,0,0,0,Floyd,34.250726,-85.146501
Georgia Piedmont Technical College,https://www.gptc.edu/programs/data-analytics-specialist/,Clarkston,Georgia,1,1,0,1,0,0,Dekalb,33.810107,-84.238825
Gwinnett Technical College,,Lawrenceville,Georgia,0,0,0,0,0,0,Gwinnett,33.9435,-83.9643
Lanier Technical College,https://laniertech.smartcatalogiq.com/en/2023-2024/catalog/programs-of-study/health-information-management-technology/data-analytics-specialist-certificate-program/,Gainesville,Georgia,1,1,0,1,0,0,Hall,34.307269,-83.825596
Moultrie Technical College,,Moultrie,Georgia,0,0,0,0,0,0,Colquitt,31.179244,-83.764089
North Georgia Technical College,,Clarkesville,Georgia,0,0,0,0,0,0,Habersham,34.644993,-83.524304
Oconee Fall Line Technical College,,Sandersville,Georgia,0,0,0,0,0,0,Washington,32.986972,-82.816934
Ogeechee Technical College,,Statesboro,Georgia,0,0,0,0,0,0,Bulloch,32.440841,-81.773956
Savannah Technical College,,Savannah,Georgia,0,0,0,0,0,0,Chatham,32.067631,-81.102394
South Georgia Technical College,,Americus,Georgia,0,0,0,0,0,0,Sumter,32.07077,-84.224729
Southeastern Technical College,,Vidalia,Georgia,0,0,0,0,0,0,Toombs,32.193408,-82.406724
Southern Crescent Technical College,,Griffin,Georgia,0,0,0,0,0,0,Spalding,33.2549,-84.272759
Southern Regional Technical College,,Thomasville,Georgia,0,0,0,0,0,0,Thomas,30.8665,-83.9233
West Georgia Technical College,,Douglasville,Georgia,0,0,0,0,0,0,Douglas,33.7494,-84.7459
Wiregrass Georgia Technical College,,Valdosta,Georgia,0,0,0,0,0,0,Lowndes,30.810578,-83.277166
Northeast Lakeview College,,Universal City,Texas,0,0,0,0,0,0,Bexar,29.551608,-98.306742
Northwest Vista College,,San Antonio,Texas,0,0,0,0,0,0,Bexar,29.468525,-98.526352
Palo Alto College,,San Antonio,Texas,0,0,0,0,0,0,Bexar,29.468525,-98.526352
San Antonio College,https://mysaccatalog.alamo.edu/search_advanced.php?cur_cat_oid=272&search_database=Search&search_db=Search&cpage=1&ecpage=1&ppage=1&spage=1&tpage=1&location=33&filter%5Bkeyword%5D=data+science&filter%5Bexact_match%5D=1,San Antonio,Texas,0,0,0,0,0,1,Bexar,29.468525,-98.526352
St. Philips College,,San Antonio,Texas,0,0,0,0,0,0,Bexar,29.468525,-98.526352
Alvin Community College,,Alvin,Texas,0,0,0,0,0,0,Brazoria,29.41195,-95.251535
Amarillo Community College,https://www.actx.edu/data-science/,Amarillo,Texas,0,0,0,0,0,0,Randall,35.166332,-101.886764
Angelina College,,Lufkin,Texas,0,0,1,0,1,0,Angelina,31.336004,-94.734185
Austin Community College District,https://www6.austincc.edu/cms/site/www/catalog/programmaps/programmap.php?ap=8937&yr=2025,Austin,Texas,0,0,0,0,0,0,Travis,30.2303,-97.7144
Blinn College,,Brenham,Texas,0,0,0,0,0,0,Washington,30.17736,-96.402769
Brazosport College,,Lake Jackson,Texas,0,0,0,0,0,0,Brazoria,29.039275,-95.440119
Central Texas College,,Killeen,Texas,0,0,0,0,0,0,Bell,31.117,-97.7261
Cisco College,https://www.cisco.edu/uploads/files/general/Official-Course-Catalog-Published-08.19.24-for-24-25.pdf,Cisco,Texas,0,0,1,0,1,0,Eastland,32.380043,-98.986507
Clarendon College,,Clarendon,Texas,0,0,0,0,0,0,Donley,34.952878,-100.895157
Coastal Bend College,,Beeville,Texas,0,0,0,0,0,0,Bee,28.422246,-97.761571
College of the Mainlaind,,Texas City,Texas,0,0,0,0,0,0,Galveston,29.396984,-94.920298
Collin College,,McKinney,Texas,0,0,0,0,0,0,Collin,33.162436,-96.638552
Dallas College,https://catalog.dallascollege.edu/preview_course_nopop.php?catoid=2&coid=3265,Dallas,Texas,0,0,0,0,0,1,Dallas,32.790439,-96.80439
Del Mar College,,Corpus Christi,Texas,0,0,0,0,0,0,Nueces,27.794086,-97.402994
El Paso Community College,https://www.epcc.edu/Academics/Catalog/program-map?programID=1055,El Paso,Texas,1,1,0,1,0,0,El Paso,31.758411,-106.478311
Frank Philips College,,Berger,Texas,0,0,0,0,0,0,Hutchinson,35.653948,-101.405607
Galveston College,,Galveston,Texas,0,0,0,0,0,0,Galveston,29.298272,-94.79297
Grayson College,,Deniston,Texas,0,0,0,0,0,0,Grayson,33.705097,-96.634104
Hill College,,Hillsboro,Texas,0,0,0,0,0,0,Hill,32.014942,-97.119791
Houston Community College,https://catalog.hccs.edu/preview_program.php?catoid=23&poid=9944&returnto=1561,Houston,Texas,0,1,1,1,1,1,Harris,29.7652,-95.3657
Howard College,,Big Spring,Texas,0,0,0,0,0,0,Howard,32.241767,-101.467517
Kilgore College,https://catalog.kilgore.edu/preview_program.php?catoid=6&poid=581&hl=%22data+analytics%22&returnto=search,Kilgore,Texas,0,0,0,0,0,0,Gregg,32.383557,-94.865271
Laredo College,,Laredo,Texas,0,0,0,0,0,0,Webb,27.515538,-99.498579
Lee College,,Baytown,Texas,0,0,0,0,0,0,Harris,29.746063,-94.965265
Lone Star College–CyFair,,Cypress,Texas,0,0,0,0,0,0,Harris,29.968889,-95.696944
Lone Star College–Kingwood,,Kingwood,Texas,0,0,0,0,0,0,Harris,30.0683,-95.2163
Lone Star College–Montgomery,,Conroe,Texas,0,0,0,0,0,0,Montgomery,30.312535,-95.452667
Lone Star College–Houston North,,Houston,Texas,0,0,0,0,0,0,Harris,29.7652,-95.3657
Lone Star College–North Harris,,Houston,Texas,0,0,0,0,0,0,Harris,29.7652,-95.3657
Lone Star College–Tomball,https://www.lonestar.edu/programs-of-study/Data-Analytics-AAS.htm,Tomball,Texas,1,1,0,1,1,0,Harris,30.073923,-95.62006
Lone Star College–University Park,https://www.lonestar.edu/programs-of-study/ai-machine-learning,Houston,Texas,0,1,1,1,1,0,Harris,29.7652,-95.3657
McLennan Community College,,Waco,Texas,0,0,0,0,0,0,Mclennan,31.552452,-97.139608
Midland College,,Midland,Texas,0,0,0,0,0,0,Midland,31.989636,-102.06261
Navarro College,,Corsicana,Texas,0,0,0,0,0,0,Navarro,32.0322,-96.3483
North Central Texas College,https://www.ntc.edu/academics-training/programs/all/associate-degree/data-analytics#courses,Gainesville,Texas,1,1,0,0,1,0,Cooke,33.625943,-97.103208
Northeast Texas Community College,,Mount Pleasant,Texas,0,0,0,0,0,0,Titus,33.173309,-94.969461
Odessa College,,Odessa,Texas,0,0,0,0,0,0,Ector,31.8465,-102.3663
Panola College,,Carthage,Texas,0,0,0,0,0,0,Panola,32.154379,-94.352721
Paris Junior College,,Paris,Texas,0,0,0,0,0,0,Lamar,33.658077,-95.537881
Ranger College,,Ranger,Texas,0,0,0,0,0,0,Eastland,32.46809,-98.674659
San Jacinto College,,Pasadena,Texas,0,0,0,0,0,0,Harris,29.692,-95.2005
South Plains College,,Levelland,Texas,0,0,0,0,0,0,Hockley,33.578778,-102.367591
South Texas College,,Weslaco,Texas,0,0,0,0,0,0,Hidalgo,26.169444,-97.988714
Southwest Texas Junior College,,Del Rio,Texas,0,0,0,0,0,0,Val Verde,29.373881,-100.891555
Tarrant County College,,Fort Worth,Texas,0,0,0,0,0,0,Tarrant,32.7469,-97.3268
Temple College,,Temple,Texas,0,0,0,0,0,0,Bell,31.089518,-97.334264
Texarkana College,,Texarkana,Texas,0,0,0,0,0,0,Bowie,33.407371,-94.118245
Texas State Technical College,,Many Locations,Texas,0,0,0,0,0,0,Williamson,30.55409,-97.573648
Trinity Valley Community College,,Athens,Texas,0,0,0,0,0,0,Henderson,32.193499,-95.84318
Tyler Junior College,,Tyler,Texas,0,0,0,0,0,0,Smith,32.325366,-95.292179
Vernon College,,Vernon,Texas,0,0,0,0,0,0,Wilbarger,34.149135,-99.30301
Victoria College,,Victoria,Texas,0,0,0,0,0,0,Victoria,28.808953,-96.999347
Weatherford College,,Weatherford,Texas,0,0,0,0,0,0,Parker,32.8435,-97.7047
Western Texas College,,Snyder,Texas,0,0,0,0,0,0,Scurry,32.715105,-100.907485
Wharton County Junior College,,Wharton,Texas,0,0,0,0,0,0,Wharton,29.320488,-96.085828
Hawaiʻi Community College,,Hilo,Hawaii,0,0,0,0,0,0,Hawaii,19.702522,-155.093921
Honolulu Community College,,Honolulu,Hawaii,0,0,0,0,0,1,Honolulu,21.3095,-157.863
Kapiʻolani Community College,,Honolulu,Hawaii,0,0,0,0,0,0,Honolulu,21.3095,-157.863
Kauaʻi Community College,,Lihue,Hawaii,0,0,0,0,0,0,Kauai,21.981618,-159.368258
Leeward Community College,,Pearl City,Hawaii,0,0,0,0,0,1,Honolulu,21.408393,-157.965164
University of Hawaiʻi Maui College,https://catalog.maui.hawaii.edu/applied-business-information-technology/data-science-co,Kahului,Hawaii,0,0,1,1,0,1,Maui,20.881388,-156.478327
Windward Community College,,Kaneohe,Hawaii,0,0,0,0,0,0,Honolulu,21.422819,-157.811543
Salt Lake Community College,,Salt Lake,Utah,0,0,0,0,0,0,Salt Lake,40.67205,-111.944606
Snow College,https://www.snow.edu/academics/science_math/math/syllabus.html?q=4337,Ephraim,Utah,0,0,0,0,0,1,Sanpete,39.359983,-111.582301
Utah State University Eastern,,Price,Utah,0,0,0,0,0,0,Carbon,39.602013,-110.808117
College of Southern Idaho,,Twin Falls,Idaho,0,0,0,0,0,0,Twin Falls,42.556495,-114.469265
College of Western Idaho,,Nampa,Idaho,0,0,0,0,0,0,Canyon,43.58342,-116.584818
College of Eastern Idaho,,Idaho Falls,Idaho,0,0,0,0,0,0,Bonneville,43.517679,-111.990626
North Idaho College,,Coeur d'Alene,Idaho,0,0,0,0,0,0,Kootenai,47.676021,-116.79753
Black Hawk College,,Moline,Illinois,0,0,0,0,0,0,Rock Island,41.490609,-90.497968
Carl Sandburg College,,Galesburg,Illinois,0,0,0,0,0,0,Knox,40.952138,-90.369807
Harold Washington College,,Chicago,Illinois,0,0,0,0,0,0,Cook,41.885847,-87.618123
Kennedy–King College,,Chicago,Illinois,0,0,0,0,0,0,Cook,41.885847,-87.618123
Malcolm X College,,Chicago,Illinois,0,0,0,0,0,0,Cook,41.885847,-87.618123
Olive–Harvey College,,Chicago,Illinois,0,0,0,0,0,0,Cook,41.885847,-87.618123
Richard J. Daley College,,Chicago,Illinois,0,0,0,0,0,0,Cook,41.885847,-87.618123
Truman College,,Chicago,Illinois,0,0,0,0,0,0,Cook,41.885847,-87.618123
Wilbur Wright College,,Chicago,Illinois,0,0,0,0,0,0,Cook,41.885847,-87.618123
College of DuPage,https://catalog.cod.edu/programs-study/computer-information-science/data-analytics-certificate/,Glen Ellyn,Illinois,1,1,0,1,0,1,Dupage,41.866112,-88.064774
College of Lake County,,Grayslake,Illinois,0,0,0,0,0,0,Lake,42.34848,-88.037789
Danville Area Community College,,Danville,Illinois,0,0,0,0,0,0,Vermilion,40.136976,-87.621737
Elgin Community College,,Elgin,Illinois,0,0,0,0,0,0,Kane,42.038356,-88.260631
Harper College,https://www.harpercollege.edu/catalog/current/courses/cis.php#CIS-245,Palatine,Illinois,0,0,0,0,0,1,Cook,42.1258,-88.0764
Heartland Community College,,Normal,Illinois,0,0,0,0,0,0,Mclean,40.512446,-88.988287
Highland Community College,,Freeport,Illinois,0,0,0,0,0,0,Stephenson,42.299148,-89.634521
Illinois Central College,,East Peoria,Illinois,0,0,0,0,0,0,Tazewell,40.673121,-89.55141
Frontier Community College,,Fairfield,Illinois,0,0,0,0,0,0,Wayne,38.378214,-88.359323
Lincoln Trail College,,Robinson,Illinois,0,0,0,0,0,0,Crawford,39.007034,-87.748352
Olney Central College,,Olney,Illinois,0,0,0,0,0,0,Richland,38.733389,-88.080936
Wabash Valley College,,Mount Carmel,Illinois,0,0,0,0,0,0,Wabash,38.414727,-87.791107
Illinois Valley Community College,,Oglesby,Illinois,0,0,0,0,0,0,La Salle,41.292768,-89.055341
John A. Logan College,,Carterville,Illinois,0,0,0,0,0,0,Williamson,37.774785,-89.097793
John Wood Community College,,Quincy,Illinois,0,0,0,0,0,0,Adams,39.930701,-91.376284
Joliet Junior College,https://jjc.edu/sites/default/files/users/user53181/STAT101%20Master%20Syllabus.pdf,Joliet,Illinois,0,0,0,0,0,1,Will,41.527154,-88.08241
Kankakee Community College,,Kankakee,Illinois,0,0,0,0,0,0,Kankakee,41.116582,-87.869607
Kaskaskia College,,Centralia,Illinois,0,0,0,0,0,0,Marion,38.524117,-89.136478
Kishwaukee College,,Malta,Illinois,0,0,0,0,0,0,Dekalb,41.918332,-88.868818
Lake Land College,,Mattoon,Illinois,0,0,0,0,0,0,Coles,39.480184,-88.376152
Lewis and Clark Community College,,Godfrey,Illinois,0,0,0,0,0,0,Madison,38.946035,-90.206024
Lincoln Land Community College,,Springfield,Illinois,0,0,0,0,0,0,Sangamon,39.80004,-89.649531
McHenry County College,,Crystal Lake,Illinois,0,0,0,0,0,0,Mchenry,42.266198,-88.321294
Moraine Valley Community College,,Palos Hills,Illinois,0,0,0,0,0,0,Cook,41.700389,-87.826276
Morton College,,Cicero,Illinois,0,0,0,0,0,0,Cook,41.845556,-87.753889
Oakton College,https://catalog.oakton.edu/course-descriptions/course-descriptions-discipline/csc/,Des Plaines,Illinois,0,0,0,0,0,1,Cook,42.046734,-87.885899
Parkland College,,Champaign,Illinois,0,0,0,0,0,0,Champaign,40.111017,-88.240747
Prairie State College,,Chicago Heights,Illinois,0,0,0,0,0,0,Cook,41.506202,-87.613209
Rend Lake College,,Ina,Illinois,0,0,0,0,0,0,Jefferson,38.152743,-88.889362
Richland Community College,,Decatur,Illinois,0,0,0,0,0,0,Macon,39.827137,-88.925984
Rock Valley College,,Rockford,Illinois,0,0,0,0,0,0,Winnebago,42.292233,-89.116118
Sauk Valley Community College,,Dixon,Illinois,0,0,0,0,0,0,Lee,41.847797,-89.489303
Shawnee Community College,,Ullin,Illinois,0,0,0,0,0,0,Pulaski,37.270385,-89.191137
South Suburban College,,South Holland,Illinois,0,0,0,0,0,0,Cook,41.597916,-87.593814
Southeastern Illinois College,,Harrisburg,Illinois,0,0,0,0,0,0,Saline,37.725661,-88.54404
Southwestern Illinois College,,Belleville,Illinois,0,0,0,0,0,0,Saint Clair,38.512677,-89.984693
Spoon River College,,Canton,Illinois,0,0,0,0,0,0,Fulton,40.560137,-90.024151
Triton College,,River Grove,Illinois,0,0,0,0,0,0,Cook,41.927886,-87.838707
Waubonsee Community College,,Sugar Grove,Illinois,0,0,0,0,0,0,Kane,41.774113,-88.439721
College of Menominee Nation,,Keshena,Wisconsin,0,0,0,0,0,0,Menominee,44.914635,-88.635686
Lac Courte Oreilles Ojibwa Community College,,Hayward,Wisconsin,0,0,0,0,0,0,Sawyer,46.001404,-91.397659
Blackhawk Technical College,,Janesville,Wisconsin,0,0,0,0,0,0,Rock,42.691542,-89.033124
Chippewa Valley Technical College,https://www.cvtc.edu/academics/programs/it-data-analyst,Eau Claire,Wisconsin,1,1,0,1,0,0,Eau Claire,44.783972,-91.487686
Fox Valley Technical College,https://www.fvtc.edu/courses/information-technology/software-development-web/10-156-3/it-data-specialist,Appleton,Wisconsin,1,1,0,0,1,0,Outagamie,44.277325,-88.397649
Gateway Technical College,https://www.gtc.edu/sites/default/files/files/curriculum-sheet/2024/10-156-3%20IT%20-%20AI%20Data%20Specialist%20Full-Time%202024-2025%20Curriculum%20Sheet_0.pdf,Kenosha,Wisconsin,0,1,1,1,1,0,Kenosha,42.605228,-87.829945
Lakeshore Technical College,,Cleveland,Wisconsin,0,0,0,0,0,0,Manitowoc,43.921732,-87.767314
Madison Area Technical College,https://madisoncollege.edu/academics/programs/data-analytics-specialist#curriculum,Madison,Wisconsin,0,1,1,1,1,0,Dane,43.073,-89.3817
Mid-State Technical College,,Wisconsin Rapids,Wisconsin,0,0,0,0,0,0,Wood,44.375803,-89.806229
Milwaukee Area Technical College,,Milwaukee,Wisconsin,0,0,0,0,0,0,Milwaukee,43.0343,-87.9151
Moraine Park Technical College,,Fond Du Lac,Wisconsin,0,0,0,0,0,0,Fond Du Lac,43.770446,-88.429149
Nicolet Area Technical College,,Rhinelander,Wisconsin,0,0,0,0,0,0,Oneida,45.646718,-89.409285
Northcentral Technical College,https://www.ntc.edu/academics-training/programs/all/associate-degree/data-analytics,Wausau,Wisconsin,1,1,0,1,1,0,Marathon,44.963433,-89.633955
Northeast Wisconsin Technical College,https://www.nwtc.edu/academics-and-training/data-analytics,Green Bay,Wisconsin,1,1,0,1,1,0,Brown,44.485313,-88.016868
Southwest Wisconsin Technical College,https://www.swtc.edu/academics/programs/business/data-analytics,Fennimore,Wisconsin,1,1,0,1,1,0,Grant,42.988558,-90.655009
Waukesha County Technical College,https://www.wctc.edu/WCTC/Academics/Program-List/IT-Data-and-Analytics-Specialist,Pewaukee,Wisconsin,1,1,1,1,1,0,Waukesha,43.078777,-88.272922
Western Technical College,https://www.westerntc.edu/node/23110/academic-programs/it-data-%26-analytics-specialist,La Crosse,Wisconsin,0,0,0,0,0,0,La Crosse,43.798938,-91.217494
Wisconsin Indianhead Technical College,,Rice Lake,Wisconsin,0,0,0,0,0,0,Barron,45.510466,-91.733544
Des Moines Area Community College,https://catalog.dmacc.edu/preview_program.php?catoid=26&poid=4487&returnto=2682#,Des Moines,Iowa,0,0,1,1,0,1,Polk,41.6005,-93.6088
Clinton Community College,,Clinton,Iowa,0,0,0,0,0,0,Clinton,41.851684,-90.207784
Muscatine Community College,https://catalog.eicc.edu/preview_program.php?catoid=30&poid=6501,Muscantine,Iowa,1,1,0,1,0,0,Muscatine,41.440326,-91.026932
Scott Community College,,Bettendorf,Iowa,0,0,0,0,0,0,Scott,41.550865,-90.494201
